DATUM_VORSTOSS_EINGANG;NR_LEGISLATUR;GRG_NR;VORSTOSS_BEZEICHNUNG;VORSTOSSART_BEZEICHNUNG;VORSTOSSART_CODE;Sachbegriffe_GRGEKO_1;Sachbegriffe_GRGEKO_2;Sachbegriffe_GRGEKO_3;Thema_1;Thema_2;Thema_3;VORSTOESSER_IN_1;PARTEI_BEZEICHNUNG_1;PARTEI_CODE_1;VORSTOESSER_IN_2;PARTEI_BEZEICHNUNG_2;PARTEI_CODE_2;VORSTOESSER_IN_3;PARTEI_BEZEICHNUNG_3;PARTEI_CODE_3;VORSTOESSER_IN_4;PARTEI_BEZEICHNUNG_4;PARTEI_CODE_4;VORSTOESSER_IN_5;PARTEI_BEZEICHNUNG_5;PARTEI_CODE_5;VORSTOESSER_IN_6;PARTEI_BEZEICHNUNG_6;PARTEI_CODE_6;VORSTOESSER_IN_7;PARTEI_BEZEICHNUNG_7;PARTEI_CODE_7;VORSTOESSER_IN_8;PARTEI_BEZEICHNUNG_8;PARTEI_CODE_8;VORSTOESSER_IN_9;PARTEI_BEZEICHNUNG_9;PARTEI_CODE_9;VORSTOESSER_IN_10;PARTEI_BEZEICHNUNG_10;PARTEI_CODE_10;BEANTWORTUNG_REGIERUNGSRAT;DATUM_BESCHLUSS_GR;BESCHLUSS_GR;BESCHLUSS_GR_CODE;VORLAEUFIGE_UNTERSTUETZUNG;ERLEDIGUNG_GR;DATUM_BEANTWORTUNG_REGIERUNGSRAT
09.09.2015;0391/2012-2016/GR;391;Durchsetzung Tempo-30-Zonen;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Josef Brägger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.11.2015;;;;;;
09.09.2015;0396/2012-2016/GR;396;Vergabe von Sitzen in Verwaltungsräten, Stiftungen, Kommissionen, Beiräten etc. durch den Regierungsrat;Einfache Anfrage;5;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Katharina Winiger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.11.2015;;;;;;
09.09.2015;0397/2012-2016/GR;397;Potenzial von älteren Pflegenden noch ungenügend genützt;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.11.2015;;;;;;
09.09.2015;0395/2012-2016/GR;395;Benachteiligung von Schweizer Medizin-Studierenden und Entzug von Nachwuchsärzten aus Osteuropa;Einfache Anfrage;5;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Jürg Wiesli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.11.2015;;;;;;
09.09.2015;0392/2012-2016/GR;392;Borkenkäfer & Co - Strapazen für den Wald und die Waldbesitzer;Einfache Anfrage;5;92.1 Forstwesen;;;Landwirtschaft;;;Paul Koch;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.11.2015;;;;;;
09.09.2015;0394/2012-2016/GR;394;Defizite bei der Polizei-Information;Einfache Anfrage;5;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Andrea Vonlanthen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.11.2015;;;;;;
28.09.2015;0400/2012-2016/GR;400;Freiwillige Arbeit, wie lange noch freiwillig?;Einfache Anfrage;5;41.2 Oberstufen: Real- und Sekundarschulen;;;Bildung;;;Jakob Auer;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.12.2015;;;;;;
28.09.2015;0401/2012-2016/GR;401;Zebrastreifen in Tempo-30-Zonen;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Felix Heller;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.12.2015;;;;;;
28.09.2015;0402/2012-2016/GR;402;E-Voting - Neustart oder Abbruch der Übung?;Einfache Anfrage;5;16.2 Abstimmungen;;;Staatspolitik;;;Erich Schaffer;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.12.2015;;;;;;
21.10.2015;0405/2012-2016/GR;405;Abgasregime Strassenverkehrsamt;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Hans-Peter Grunder;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2015;;;;;;
21.10.2015;0406/2012-2016/GR;406;Parkplätze bei Autobahneinfahrten für Fahrgemeinschaften bei Pendlern;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Hans-Peter Grunder;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2015;;;;;;
21.10.2015;0408/2012-2016/GR;408;1000 Löcher im Reaktor Beznau 1;Einfache Anfrage;5;73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW;;;Energie;;;Kurt Egger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2015;;;;;;
21.10.2015;0403/2012-2016/GR;403;Dachbegrünung gegen Sommerhitze;Motion;2;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.09.2016;03.10.2016;nicht erheblich;2;;;
21.10.2015;0404/2012-2016/GR;404;Manipulation von Abgaswerten und Reduktion der Strassenverkehrssteuer;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Josef Brägger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2015;;;;;;
21.10.2015;0407/2012-2016/GR;407;Stabilisierungsprogramm des Bundes: Schliessung von Zollstellen;Einfache Anfrage;5;14.3 Fremdenpolizei, Grenzverkehr, Ausweisschriften;;;Migration;Staatspolitik;;Sonja Wiesmann Schätzle;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2015;;;;;;
18.11.2015;0413/2012-2016/GR;413;Liberalisierung des Kaminfegerdienstes;Motion;2;70.3 Feuerschutz, Feuerpolizei;;;Sicherheitspolitik;;;Bruno Lüscher;FDP;2;Gallus Müller;CVP;3;Andreas Guhl;BPD;9;Martin Salvisberg;SVP;1;Sonja Wiesmann Schätzle;SP;4;;;;;;;;;;;;;;;;08.11.2016;07.12.2016;erheblich;1;;;
18.11.2015;0414/2012-2016/GR;414;Benachteiligung der Spital Thurgau AG durch RRB zu Hausarztpraxen;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Markus Berner;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.01.2016;;;;;;
18.11.2015;0415/2012-2016/GR;415;Dampferfahrt ins Blaue?;Einfache Anfrage;5;74.4 Schiffahrt, Wasserfahrzeuge, Steuern;;;Verkehr;;;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.01.2016;;;;;;
18.11.2015;0416/2012-2016/GR;416;Arbeitslosenunterstützung: Fragwürdige Mittelver(sch)wendung bei Familiennachzug / drastische Abnahme im Arbeitsmarktfonds;Einfache Anfrage;5;83.7 Arbeitslosenversicherung;;;Sozialer Schutz;Soziale Fragen;Beschäftigung und Arbeit;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.01.2016;;;;;;
02.12.2015;0420/2012-2016/GR;420;Schlanke, subsidiäre Verfahren bei Verkehrsanordnungen;Interpellation;4;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Andreas Guhl;BDP;9;Bruno Lüscher;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;29.11.2016;11.01.2017;keine Diskussion;7;;;
02.12.2015;0419/2012-2016/GR;419;Reaktorstoffdeponien für den Kanton Thurgau;Interpellation;4;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Stefan Geiges;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.11.2016;11.01.2017;;;;;
02.12.2015;0422/2012-2016/GR;422;Ende der Anti-Littering-Kampagne, Problem gelöst?;Interpellation;4;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Matthias Rutishauser;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.11.2016;11.01.2017;keine Diskussion;7;;;
02.12.2015;0421/2012-2016/GR;421;Hochsaison der Blaufahrer;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Andrea Vonlanthen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.02.2016;;;;;;
16.12.2015;0427/2012-2016/GR;427;Nachhaltige öffentliche Beschaffung im Bauwesen;Interpellation;4;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Thomas Bornhauser;FDP;2;Paul Koch;SVP;1;Urban Brütsch;CVP;3;;;;;;;;;;;;;;;;;;;;;;06.09.2016;26.10.2016;;;;;
16.12.2015;0426/2012-2016/GR;426;Verzicht auf Rückzonungen bei der Teilrevision des kantonalen Richtplans (KRP);Motion;2;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Ruedi Zbinden;SVP;1;Walter Knöpfli;SVP;1;Martin Salvisberg;SVP;1;;;;;;;;;;;;;;;;;;;;;;14.02.2017;29.03.2017;Rückzug;4;;;
27.01.2016;0433/2012-2016/GR;433;Änderung der Sicherheitslage;Einfache Anfrage;5;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Markus Berner;BDP;9;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
27.01.2016;0434/2012-2016/GR;434;Verschmutzung Salmsacher Aach - Einzelfall oder Spitze des Eisbergs?;Einfache Anfrage;5;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Joe Brägger;GP;5;Didi Feuerle;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;20.04.2016;;;;;;
27.01.2016;0430/2012-2016/GR;430;Wirtschaftlichkeit und Verhältnismässigkeit bei Hochbauprojekten;Motion;2;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Daniel Wittwer;EDU;8;Walter Marty;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;24.01.2017;19.04.2017;nicht erheblich;2;;;
27.01.2016;0438/2012-2016/GR;438;Religionsfreiheit und Integration in Flüchtlingszentren;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Hans Trachsel;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
27.01.2016;0436/2012-2016/GR;436;Weniger Fachpersonal für die Pflege - 'Gefährliche Pflege ein Zukunftsszenario in den Pflegeheimen?';Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Elisabeth Rickenbach;EVP;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
27.01.2016;0440/2012-2016/GR;440;Dividenden der Spital-Gruppe;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Fritz Zweifel;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
27.01.2016;0431/2012-2016/GR;431;Arbeitsintegration von Asylpersonen;Interpellation;4;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.08.2016;31.08.2016;;;;;
27.01.2016;0437/2012-2016/GR;437;Konflikte und körperliche Gewalt im EVZ Kreuzlingen;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Gina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
27.01.2016;0439/2012-2016/GR;439;Durcheinander in der Definition des Pflegefachpersonals;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
27.01.2016;0432/2012-2016/GR;432;Ausnützungstransfer von öffentlichen Verkehrsflächen;Interpellation;4;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Fabienne Schnyder;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.01.2017;29.03.2017;;;;;
27.01.2016;0435/2012-2016/GR;435;Bewilligung von wiederkehrenden Ausgaben aus dem Lotteriefonds im Umfang von 3.5 Millionen Franken;Einfache Anfrage;5;44.0 Kultur, Kunst (inklusive Lotteriefonds);;;Kultur;;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03.2016;;;;;;
24.02.2016;0443/2012-2016/GR;443;Massnahmen für Erwerbslose 55+;Einfache Anfrage;5;82.3 Arbeitsmarkt, Wirtschaftsförderung;;;Beschäftigung und Arbeit;Wirtschaft;;Roland A. Huber;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
24.02.2016;0445/2012-2016/GR;445;Feuerbrandbekämpfung wie weiter?;Einfache Anfrage;5;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
24.02.2016;0447/2012-2016/GR;447;Millionenabschreibung durch Verjährung?;Einfache Anfrage;5;28.0 Schuldbetreibung und Konkurs;;;Recht allgemein;;;Jürg Wiesli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
24.02.2016;0446/2012-2016/GR;446;Oelunfall in Diessenhofen;Einfache Anfrage;5;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Daniel Vetterli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
24.02.2016;0444/2012-2016/GR;444;Streptomycin, what else? (Was sonst?);Einfache Anfrage;5;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Urs Schär;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
09.03.2016;0450/2012-2016/GR;450;Standesinitiative Gentechfreie Schweizer Landwirtschaft;Motion;2;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Toni Kappeler;GP;5;Andreas Guhl;BDP;9;Klemenz Somm;glp;6;Daniel Vetterli;SVP;1;;;;;;;;;;;;;;;;;;;14.06.2016;31.08.2016;erheblich;1;;;
09.03.2016;0449/2012-2016/GR;449;Auswahl des TKB-Bankrates durch den Grossen Rat;Parlamentarische Initiative;1;95.1 TKB, Bankenaufsicht;;;Wirtschaft;Staatspolitik;;Vico Zahnd;SVP;1;Hermann Lei;SVP;1;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;15.06.2016;15.06.2016;
09.03.2016;0452/2012-2016/GR;452;Stresstest für künftige Lehrerinnen und Lehrer;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Andrea Vonlanthen;SVP;1;Daniel Vetterli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;25.05.2016;;;;;;
09.03.2016;0451/2012-2016/GR;451;Grünbrücke über A1: Utopie oder realisierbar?;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Kolumban Helfenberger;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
23.03.2016;0458/2012-2016/GR;458;Lehrerberuf zwischen Traumberuf und Pflichterfüllung;Interpellation;4;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Markus Berner;BDP;9;Peter Dransfeld;SP;4;Toni Kappeler;GP;5;Reto Lagler;CVP;3;;;;;;;;;;;;;;;;;;;08.08.2016;03.10.2016;Diskussion abgelehnt;8;;;
23.03.2016;0459/2012-2016/GR;459;Politische Rechte von Lehrpersonen versus Treuepflicht zum Arbeitgeber;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Reto Lagler;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.05.2016;;;;;;
23.03.2016;0457/2012-2016/GR;457;Elektromobilität im Thurgau;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Daniel Eugster;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.08.2016;03.10.2016;erheblich;1;;;
23.03.2016;0460/2012-2016/GR;460;'Gestalterische Vorgaben des Hochbauamtes in Gestaltungsplänen' als Genehmigungsverhinderung;Einfache Anfrage;5;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Bruno Lüscher;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.06.2016;;;;;;
23.03.2016;0461/2012-2016/GR;461;Administrativen Aufwand für Hilflosenentschädigung in stationärer Pflege vereinfachen?;Einfache Anfrage;5;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.05.2016;;;;;;
20.04.2016;0483/2012-2016/GR;483;Aufnahme eines neuen Leistungsziels für die Jahre 2017/2022 in der Leistungsgruppe Abwasser und Anlagensicherheit des Amtes für Umwelt;Leistungsmotion;3;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Toni Kappeler;GP;5;Jost Rüegg;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;27.03.2018;02.05.2018;Rückzug;4;;;
20.04.2016;0488/2012-2016/GR;488;Erdmandelgras - Bedrohung der besten Ackerbaustandorte;Einfache Anfrage;5;91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds;;;Landwirtschaft;;;Daniel Vetterli;SVP;1;René Gubler;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;15.06.2016;;;;;;
20.04.2016;0484/2012-2016/GR;484;BTS/OLS: Wie weiter?;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Kurt Egger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;;;;;;
20.04.2016;0486/2012-2016/GR;486;Gleichbehandlung von HPZ und Regelschulen?;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Gina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.06.2016;;;;;;
20.04.2016;0485/2012-2016/GR;485;Getrennte Wahlen von Regierungsrat und Grossem Rat ist eine Zumutung für die Wähler, die Landeigentümer und den Steuerzahler!;Einfache Anfrage;5;16.4 Proporzwahlen;;;Staatspolitik;;;Hanspeter Gantenbein;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.06.2016;;;;;;
20.04.2016;0487/2012-2016/GR;487;Hat der Thurgau auch schon zu viel Biodiversitätsflächen?;Einfache Anfrage;5;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Urs Schär;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.06.2016;;;;;;
04.05.2016;0493/2012-2016/GR;493;Geeignete Unterbringungs- und Betreuungsstruktur der unbegleiteten minderjährigen Asylsuchenden (UMA);Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Brigitta Hartmann;GP;5;Barbara Kern;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;17.08.2016;;;;;;
04.05.2016;0490/2012-2016/GR;490;Ergänzung des Gesetzes über die Jagd und den Schutz wildlebender Säugetiere und Vögel;Motion;2;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Paul Koch;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.05.2016;17.05.2017;Abschreibung;6;;;
04.05.2016;0491/2012-2016/GR;491;Kulturstiftung des Kantons Thurgau: ein Selbstbedienungsladen?;Interpellation;4;44.0 Kultur, Kunst (inklusive Lotteriefonds);;;Kultur;;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.10.2016;23.11.2016;;;;;
04.05.2016;0492/2012-2016/GR;492;Wie weiter mit dem Milchviehstall Arenenberg;Interpellation;4;91.7 Milchproduktion;;;Landwirtschaft;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.12.2016;29.03.2017;;;;;
15.06.2016;0033/2016-2020/GR;33;Umsetzung der Erhöhung des Bestandes der Kantonspolizei;Einfache Anfrage;5;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Stephan Tobler;SVP;1;Verena Marti;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;17.08.2016;;;;;;
15.06.2016;0030/2016-2020/GR;30;Besteuerung von Startups;Einfache Anfrage;5;64.2 Sondersteuern: Erbschaft, Schenkungen, Hundesteuer;;;Steuern;Finanzwesen;;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.08.2016;;;;;;
15.06.2016;0032/2016-2020/GR;32;Weideschlachtung im Kanton Thurgau;Einfache Anfrage;5;91.6 Tierwirtschaftliche Produktion: Versicherungen;;;Landwirtschaft;;;Stefan Leuthold;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.08.2016;;;;;;
15.06.2016;0031/2016-2020/GR;31;Aesche und Kormoran - Wege zur Koexistenz?;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.08.2016;;;;;;
15.06.2016;0029/2016-2020/GR;29;Rückblende Expo;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.08.2016;;;;;;
29.06.2016;0038/2016-2020/GR;38;Standesinitiative zum Ausschluss des Palmöls aus dem Freihandelsabkommen mit Malaysia;Motion;2;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Daniel Vetterli;SVP;1;Toni Kappeler;GP;5;Stefan Leuthold;glp;6;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;07.03.2017;14.06.2017;erheblich;1;;;
29.06.2016;0026/2016-2020/GR;26;Gegen das staatliche Verbot zu tanzen!;Petition an den Grossen Rat;6;55.3 Gewerbepolizei, Marktwesen, Ladenschluss, Ausverkäufe;16.5 Petitionen;;Sicherheitspolitik;Wirtschaft;Staatspolitik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 17.08.2016;
17.08.2016;0042/2016-2020/GR;42;Attraktiver Standort für das Historische Museum;Einfache Anfrage;5;43.2 Bibliotheken, Museen;;;Kultur;;;Andrea Vonlanthen;SVP;1;Jakob Auer;SP;4;Patrick Hug;CVP;3;;;;;;;;;;;;;;;;;;;;;;26.10.2016;;;;;;
17.08.2016;0040/2016-2020/GR;40;Mehr Licht in die Thurmed-Gruppe;Interpellation;4;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Edith Wohlfender;SP;4;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;23.05.2017;28.06.2017;;;;;
17.08.2016;0041/2016-2020/GR;41;Staatlich verortete Unternehmensansiedelung?;Einfache Anfrage;5;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Hans Feuz;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.11.2016;;;;;;
17.08.2016;0043/2016-2020/GR;43;Botulismus - eine zunehmende Gefahr?;Einfache Anfrage;5;91.6 Tierwirtschaftliche Produktion: Versicherungen;;;Landwirtschaft;;;Hans-Peter Wägeli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.10.2016;;;;;;
31.08.2016;0046/2016-2020/GR;46;Wie gefährlich ist TISA?;Einfache Anfrage;5;22.3 Unlauterer Wettbewerb: UWG, Kartelle, Konsumentenschutz;;;Recht allgemein;;;Barbara Kern;SP;4;Gina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;23.11.2016;;;;;;
31.08.2016;0044/2016-2020/GR;44;Gesetzliche Grundlage zur Abschaffung des Frühfranzösisch;Parlamentarische Initiative;1;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;;Bildung;;;Hanspeter Heeb;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.10.2016;1;
31.08.2016;0045/2016-2020/GR;45;Kosten einer kulturlandschonenden BTS-Variante;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Hanspeter Heeb;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.10.2016;;;;;;
03.10.2016;0049/2016-2020/GR;49;Beistandschaften für unbegleitete minderjährige Asylsuchende (UMA);Motion;2;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Turi Schallenberg;SP;4;Max Vögeli;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;06.06.2017;16.08.2017;Abschreibung;6;;;
03.10.2016;0050/2016-2020/GR;50;Kriminalisierung von Industriehanf im Thurgau;Einfache Anfrage;5;31.1 StGB, EG/StGB, Verwaltungsstrafrecht;;;Recht allgemein;;;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.12.2016;;;;;;
03.10.2016;0052/2016-2020/GR;52;Anpassung des Firmenarbeitsvertrages bei der Schifffahrtsgesellschaft Untersee und Rhein;Einfache Anfrage;5;74.4 Schiffahrt, Wasserfahrzeuge, Steuern;;;Verkehr;;;Nina Schläfli;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.11.2016;;;;;;
03.10.2016;0053/2016-2020/GR;53;Fluglärmzunahme im Thurgau durch Flughäfen Friedrichshafen und Altenrhein;Einfache Anfrage;5;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Jürg Wiesli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.11.2016;;;;;;
03.10.2016;0051/2016-2020/GR;51;Sanierung Kugelfänge der Schiessanlagen;Einfache Anfrage;5;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Erwin Imhof;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.01.2017;;;;;;
