Jahr;Name;Vorname;Beruf;Ort;Bezirk;Fraktion;GR_Eintritt;Geb_Jahr;Partei;Geschlecht
2009;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;1950;SP;weiblich
2010;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;1950;SP;weiblich
2011;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;1950;SP;weiblich
2012;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;1950;SP;weiblich
2013;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2014;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2015;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2016;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2017;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2018;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2019;Abegglen;Inge;Laborantin;Arbon;Arbon;SP;2008;;SP;weiblich
2008;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann;Frauenfeld;Frauenfeld;EVP/EDU;2006;;EVP;männlich
2009;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann;Frauenfeld;Frauenfeld;EVP/EDU;2006;1956;EVP;männlich
2010;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann;Frauenfeld;Frauenfeld;EVP/EDU;2006;1956;EVP;männlich
2011;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann;Frauenfeld;Frauenfeld;EVP/EDU;2006;1956;EVP;männlich
2012;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann;Frauenfeld;Frauenfeld;EVP/EDU;2006;1956;EVP;männlich
2013;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann,Kirchenpfleger;Frauenfeld;Frauenfeld;EDU/EVP;2006;;EVP;männlich
2014;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann,Kirchenpfleger;Frauenfeld;Frauenfeld;EDU/EVP;2006;;EVP;männlich
2015;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann,Kirchenpfleger;Frauenfeld;Frauenfeld;EDU/EVP;2006;;EVP;männlich
2016;Ackerknecht;Wolfgang;eidg. dipl. Bankfachmann,Kirchenpfleger;Frauenfeld;Frauenfeld;EDU/EVP;2006;;EVP;männlich
2017;Ackerknecht;Wolfgang;Kirchenpfleger;Frauenfeld;Frauenfeld;CVP/EVP;2006;;EVP;männlich
2018;Ackerknecht;Wolfgang;Kirchenpfleger;Frauenfeld;Frauenfeld;CVP/EVP;2006;;EVP;männlich
2019;Ackerknecht;Wolfgang;Kirchenpfleger;Frauenfeld;Frauenfeld;CVP/EVP;2006;;EVP;männlich
2008;Aepli Stettler;Elsbeth;Rechtsanwältin, Stadträtin;Frauenfeld;Frauenfeld;CVP;1996;;CVP;weiblich
2009;Aepli Stettler;Elsbeth;Rechtsanwältin, Stadträtin;Frauenfeld;Frauenfeld;CVP/glp;1996;1964;CVP;weiblich
2010;Aepli Stettler;Elsbeth;Rechtsanwältin, Stadträtin;Frauenfeld;Frauenfeld;CVP/glp;1996;1964;CVP;weiblich
2011;Aepli Stettler;Elsbeth;Rechtsanwältin, Stadträtin;Frauenfeld;Frauenfeld;CVP/glp;1996;1964;CVP;weiblich
2012;Aepli Stettler;Elsbeth;Rechtsanwältin, Stadträtin;Frauenfeld;Frauenfeld;CVP/glp;1996;1964;CVP;weiblich
2013;Aepli Stettler;Elsbeth;lic. iur., Rechtsanwältin,Stadträtin;Frauenfeld;Frauenfeld;CVP/glp;2000;;CVP;weiblich
2014;Aepli Stettler;Elsbeth;lic. iur., Rechtsanwältin,Stadträtin;Frauenfeld;Frauenfeld;CVP/glp;2000;;CVP;weiblich
2009;Aerne;Margrit;Geschäftsfrau, Gemeinderätin;Lanterswil;Weinfelden;SVP;2000;1960;SVP;weiblich
2010;Aerne;Margrit;Geschäftsfrau, Gemeinderätin;Lanterswil;Weinfelden;SVP;2000;1960;SVP;weiblich
2011;Aerne;Margrit;Geschäftsfrau, Gemeinderätin;Lanterswil;Weinfelden;SVP;2000;1960;SVP;weiblich
2012;Aerne;Margrit;Geschäftsfrau, Gemeinderätin;Lanterswil;Weinfelden;SVP;2000;1960;SVP;weiblich
2008;Aerne;Margrit;Geschäfts- und Hausfrau;Lanterswil;Weinfeden;SVP;2000;;SVP;weiblich
2013;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;1996;;SVP;weiblich
2014;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;2000;;SVP;weiblich
2015;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;2000;;SVP;weiblich
2016;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;2000;;SVP;weiblich
2017;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;2000;;SVP;weiblich
2018;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;2000;;SVP;weiblich
2019;Aerne;Margrit;Geschäftsfrau;Lanterswil;Weinfelden;SVP;2000;;SVP;weiblich
2009;Albrecht;Clemens;Unternehmer;Eschlikon;Münchwilen;SVP;2008;1957;SVP;männlich
2010;Albrecht;Clemens;Unternehmer;Eschlikon;Münchwilen;SVP;2008;1957;SVP;männlich
2011;Albrecht;Clemens;Unternehmer;Eschlikon;Münchwilen;SVP;2008;1957;SVP;männlich
2012;Albrecht;Clemens;Unternehmer;Eschlikon;Münchwilen;SVP;2008;1957;SVP;männlich
2013;Albrecht;Clemens;Unternehmer;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2014;Albrecht;Clemens;Unternehmer;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2015;Albrecht;Clemens;Unternehmer;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2016;Albrecht;Clemens;Unternehmer;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2017;Albrecht;Clemens;Unternehmer,Immobilien Makler und Bewerter;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2018;Albrecht;Clemens;Unternehmer,Immobilien Makler und Bewerter;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2019;Albrecht;Clemens;Unternehmer,Immobilien Makler und Bewerter;Dussnang;Münchwilen;SVP;2008;;SVP;männlich
2008;Altwegg;Hansjürg;Landwirt;Sulgen;Bischofszell;SVP;2007;;SVP;männlich
2009;Altwegg;Hansjürg;Landwirt;Sulgen;Bischofszell;SVP;2007;1959;SVP;männlich
2010;Altwegg;Hansjürg;Landwirt;Sulgen;Bischofszell;SVP;2007;1959;SVP;männlich
2011;Altwegg;Hansjürg;Landwirt;Sulgen;Bischofszell;SVP;2007;1959;SVP;männlich
2012;Altwegg;Hansjürg;Landwirt;Sulgen;Bischofszell;SVP;2007;1959;SVP;männlich
2013;Altwegg;Hansjürg;Landwirt;Sulgen;Weinfelden;SVP;2007;;SVP;männlich
2014;Altwegg;Hansjürg;Landwirt;Sulgen;Weinfelden;SVP;2007;;SVP;männlich
2015;Altwegg;Hansjürg;Landwirt;Sulgen;Weinfelden;SVP;2007;;SVP;männlich
2016;Altwegg;Hansjürg;Landwirt;Sulgen;Weinfelden;SVP;2007;;SVP;männlich
2019;Altwegg;Isabelle;Leitende Bankangestellte,dipl. Finanzplanungsexpertin NDS HF;Sulgen;Weinfelden;SVP;2019;;SVP;weiblich
2020;Altwegg;Isabelle;dipl. Finanzplanungsexpertin NDS HF;Sulgen;Weinfelden;SVP;2019;;SVP;weiblich
2021;Altwegg;Isabelle;dipl. Finanzplanungsexpertin NDS HF;Sulgen;Weinfelden;SVP;2019;;SVP;weiblich
2017;Ammann;Reto;Bildungsunternehmer,lic. oec. HSG;Kreuzlingen;Kreuzlingen;glp/BDP;2016;;glp;männlich
2018;Ammann;Reto;Bildungsunternehmer,lic. oec. HSG;Kreuzlingen;Kreuzlingen;glp/BDP;2016;;glp;männlich
2019;Ammann;Reto;Bildungsunternehmer,lic. oec. HSG;Kreuzlingen;Kreuzlingen;glp/BDP;2016;;glp;männlich
2020;Ammann;Reto;Bildungsunternehmer,lic. oec. HSG;Kreuzlingen;Kreuzlingen;glp;2016;;glp;männlich
2021;Ammann;Reto;Unternehmer,lic. oec. HSG;Kreuzlingen;Kreuzlingen;glp;2016;;glp;männlich
2018;Arnold;Josef;Unternehmer;Uttwil;Arbon;SVP;2017;;SVP;männlich
2019;Arnold;Josef;Unternehmer;Uttwil;Arbon;SVP;2017;;SVP;männlich
2020;Arnold;Josef;Unternehmer;Uttwil;Arbon;SVP;2017;;SVP;männlich
2021;Arnold;Josef;Unternehmer;Uttwil;Arbon;SVP;2017;;SVP;männlich
2008;Arnold;Max;Vermessungs­ingenieur HTL / STV;Weiningen;Frauenfeld;SVP;2004;;SVP;männlich
2009;Arnold;Max;Vermessungsingenieur HTL/STV;Weiningen;Frauenfeld;SVP;2004;1947;SVP;männlich
2010;Arnold;Max;Vermessungsingenieur HTL/STV;Weiningen;Frauenfeld;SVP;2004;1947;SVP;männlich
2011;Arnold;Max;Vermessungsingenieur HTL/STV;Weiningen;Frauenfeld;SVP;2004;1947;SVP;männlich
2012;Arnold;Max;Vermessungsingenieur HTL/STV;Weiningen;Frauenfeld;SVP;2004;1947;SVP;männlich
2013;Arnold;Max;Vermessungsingenieur FH/STV;Weiningen;Frauenfeld;SVP;2004;;SVP;männlich
2014;Arnold;Max;Vermessungsingenieur FH/STV;Weiningen;Frauenfeld;SVP;2004;;SVP;männlich
2015;Arnold;Max;Vermessungsingenieur FH/STV;Weiningen;Frauenfeld;SVP;2004;;SVP;männlich
2016;Arnold;Max;Vermessungsingenieur FH/STV;Weiningen;Frauenfeld;SVP;2004;;SVP;männlich
2014;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2015;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2016;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2017;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2018;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2019;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2020;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2021;Auer;Jakob;Sicherheitsbeauftragter;Arbon;Arbon;SP;2013;;SP;männlich
2020;Bachmann;Eveline;Bäuerin;Frauenfeld;Frauenfeld;SVP;2020;;SVP;weiblich
2021;Bachmann;Eveline;Bäuerin;Frauenfeld;Frauenfeld;SVP;2020;;SVP;weiblich
2008;Badertscher;Gabi;Geschäftsfrau, Familienfrau;Uttwil;Arbon;FDP;2004;;FDP;weiblich
2009;Badertscher;Gabi;Kommunikations Management, MScom;Uttwil;Arbon;FDP;2004;1963;FDP;weiblich
2010;Badertscher;Gabi;Senior Consultant, EMScom;Uttwil;Arbon;FDP;2004;1963;FDP;weiblich
2011;Badertscher;Gabi;Senior Consultant, EMScom;Uttwil;Arbon;FDP;2004;1963;FDP;weiblich
2012;Badertscher;Gabi;Senior Consultant, EMScom;Uttwil;Arbon;FDP;2004;1963;FDP;weiblich
2008;Badraun;Daniel;Lehrer;Schlattingen;Diessenhofen;SP;2004;;SP;männlich
2009;Badraun;Daniel;Lehrer;Schlattingen;Diessenhofen;SP;2004;1960;SP;männlich
2010;Bär;Hannes;Schulleiter;Riedt;Bischofszell;SP;2010;1952;SP;männlich
2011;Bär;Hannes;Schulleiter;Riedt;Bischofszell;SP;2010;1952;SP;männlich
2012;Bär;Hannes;Schulleiter;Riedt;Bischofszell;SP;2010;1952;SP;männlich
2008;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EVP/EDU;2002;;EVP;männlich
2009;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EVP/EDU;2002;1952;EVP;männlich
2010;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EVP/EDU;2002;1952;EVP;männlich
2011;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EVP/EDU;2002;1952;EVP;männlich
2012;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EVP/EDU;2002;1952;EVP;männlich
2013;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EDU/EVP;2002;;EVP;männlich
2014;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EDU/EVP;2002;;EVP;männlich
2015;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EDU/EVP;2002;;EVP;männlich
2016;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;EDU/EVP;2002;;EVP;männlich
2017;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;CVP/EVP;2002;;EVP;männlich
2018;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;CVP/EVP;2002;;EVP;männlich
2019;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;CVP/EVP;2002;;EVP;männlich
2020;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;CVP/EVP;2002;;EVP;männlich
2021;Bär;Rudolf;dipl. Badmeister;Kreuzlingen;Kreuzlingen;CVP/EVP;2002;;EVP;männlich
2013;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2014;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2015;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2016;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2017;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2018;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2019;Bartel;Ruedi;Wirt;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2020;Bartel;Ruedi;Wirt, Koch;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2021;Bartel;Ruedi;Wirt, Koch;Balterswil;Münchwilen;SVP;2012;;SVP;männlich
2008;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2009;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;1958;SVP;männlich
2010;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;1958;SVP;männlich
2011;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;1958;SVP;männlich
2012;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;1958;SVP;männlich
2013;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2014;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2015;Baumann;Kurt;Gemeindeammann;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2016;Baumann;Kurt;Gemeindepräsident;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2017;Baumann;Kurt;Gemeindepräsident;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2018;Baumann;Kurt;Gemeindepräsident;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2019;Baumann;Kurt;Gemeindepräsident;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2020;Baumann;Kurt;Gemeindepräsident;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2021;Baumann;Kurt;Gemeindepräsident;Sirnach;Münchwilen;SVP;2004;;SVP;männlich
2009;Baumgartner;Thomas;Stadtammann;Steckborn;Steckborn;CVP/glp;2008;1965;CVP;männlich
2010;Baumgartner;Thomas;Stadtammann;Steckborn;Steckborn;CVP/glp;2008;1965;CVP;männlich
2011;Baumgartner;Thomas;Stadtammann;Steckborn;Steckborn;CVP/glp;2008;1965;CVP;männlich
2012;Baumgartner;Thomas;a. Stadtammann;Steckborn;Steckborn;CVP/glp;2008;1965;CVP;männlich
2008;Beerli;Urs-Peter;Arzt, Dr. med.;Märstetten;Weinfelden;EVP/EDU;2002;;EVP;männlich
2009;Beerli;Urs-Peter;Dr. med., Arzt;Märstetten;Weinfelden;EVP/EDU;2002;1953;EVP;männlich
2010;Beerli;Urs-Peter;Dr. med., Arzt;Märstetten;Weinfelden;EVP/EDU;2002;1953;EVP;männlich
2011;Beerli;Urs-Peter;Dr. med., Arzt;Märstetten;Weinfelden;EVP/EDU;2002;1953;EVP;männlich
2012;Beerli;Urs-Peter;Dr. med., Arzt;Märstetten;Weinfelden;EVP/EDU;2002;1953;EVP;männlich
2013;Beerli;Urs-Peter;Dr. med., Arzt;Märstetten;Weinfelden;EDU/EVP;2002;;EVP;männlich
2014;Beerli;Urs-Peter;Dr. med., Arzt;Märstetten;Weinfelden;EDU/EVP;2002;;EVP;männlich
2013;Berner;Markus;eidg. dipl. Betriebswirtschafter;Amriswil;Arbon;BDP;2012;;BDP;männlich
2014;Berner;Markus;eidg. dipl. Betriebswirtschafter;Amriswil;Arbon;BDP;2012;;BDP;männlich
2015;Berner;Markus;eidg. dipl. Betriebswirtschafter;Amriswil;Arbon;BDP;2012;;BDP;männlich
2016;Berner;Markus;eidg. dipl. Betriebswirtschafter;Amriswil;Arbon;BDP;2012;;BDP;männlich
2013;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Weinfelden;CVP/glp;2010;;CVP;männlich
2014;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Weinfelden;CVP/glp;2010;;CVP;männlich
2015;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Weinfelden;CVP/glp;2010;;CVP;männlich
2016;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Weinfelden;CVP/glp;2010;;CVP;männlich
2010;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Bischofszell;CVP/glp;2010;1958;CVP;männlich
2011;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Bischofszell;CVP/glp;2010;1958;CVP;männlich
2012;Bernhard;Joos;dipl. El. Ing. FH;Sulgen;Bischofszell;CVP/glp;2010;1958;CVP;männlich
2019;Bétrisey;Karin;dipl. Ing. ETH, Raumplanerin FSU, pat. Ing.-Geometerin;Kesswil;Arbon;GP;2018;;GP;weiblich
2020;Bétrisey;Karin;dipl. Ing. ETH, Raumplanerin;Kesswil;Arbon;GP;2018;;GP;weiblich
2021;Bétrisey;Karin;dipl. Ing. ETH, Raumplanerin;Kesswil;Arbon;GP;2018;;GP;weiblich
2008;Bieri;Josef;a. Stadtammann;Kreuzlingen;Kreuzlingen;CVP;1996;;CVP;männlich
2009;Bieri;Josef;a. Stadtammann;Kreuzlingen;Kreuzlingen;CVP/glp;1996;1943;CVP;männlich
2010;Bieri;Josef;a. Stadtammann;Kreuzlingen;Kreuzlingen;CVP/glp;1996;1943;CVP;männlich
2011;Bieri;Josef;a. Stadtammann;Kreuzlingen;Kreuzlingen;CVP/glp;1996;1943;CVP;männlich
2012;Bieri;Josef;a. Stadtammann;Kreuzlingen;Kreuzlingen;CVP/glp;1996;1943;CVP;männlich
2008;Binswanger;Andreas;Landwirt, Agro-Ing. HTL;Kreuzlingen;Kreuzlingen;SVP;1996;;SVP;männlich
2009;Binswanger;Andreas;Landwirt, Agro-Ing. HTL;Tägerwilen;Kreuzlingen;SVP;1996;1950;SVP;männlich
2013;Blatter;David;Kaufmann, Personalfachmann, Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;;SVP;männlich
2014;Blatter;David;Kaufmann, Personalfachmann, Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;;SVP;männlich
2015;Blatter;David;Kaufmann, Personalfachmann, Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;;SVP;männlich
2009;Blatter;David;Kaufmann,Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;1967;SVP;männlich
2010;Blatter;David;Kaufmann,Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;1967;SVP;männlich
2011;Blatter;David;Kaufmann,Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;1967;SVP;männlich
2012;Blatter;David;Kaufmann,Stadtrat;Kreuzlingen;Kreuzlingen;SVP;2008;1967;SVP;männlich
2015;Bodenmann;Maja;Familienfrau, Kindergärtnerin;Diessenhofen;Frauenfeld;CVP/glp;2014;;CVP;weiblich
2016;Bodenmann;Maja;Familienfrau, Kindergärtnerin;Diessenhofen;Frauenfeld;CVP/glp;2014;;CVP;weiblich
2017;Bodenmann;Maja;Familienfrau, Kindergärtnerin;Diessenhofen;Frauenfeld;CVP/EVP;2014;;CVP;weiblich
2018;Bodenmann;Maja;Familienfrau, Kindergärtnerin;Diessenhofen;Frauenfeld;CVP/EVP;2014;;CVP;weiblich
2019;Bodenmann;Maja;Familienfrau, Kindergärtnerin;Diessenhofen;Frauenfeld;CVP/EVP;2014;;CVP;weiblich
2020;Bodenmann;Maja;Familienfrau, Kindergärtnerin;Diessenhofen;Frauenfeld;CVP/EVP;2014;;CVP;weiblich
2009;Böhni;Thomas;dipl. Ing. HTL, Biotechnologe;Frauenfeld;Frauenfeld;CVP/glp;2008;1964;glp;männlich
2010;Böhni;Thomas;dipl. Ing. HTL, Biotechnologe;Frauenfeld;Frauenfeld;CVP/glp;2008;1964;glp;männlich
2011;Böhni;Thomas;dipl. Ing. HTL, Biotechnologe;Frauenfeld;Frauenfeld;CVP/glp;2008;1964;glp;männlich
2017;Bommer;Marianne;Berufsrichterin,lic. iur.,  Rechtsanwältin;Weinfelden;Weinfelden;CVP/EVP;2016;;CVP;weiblich
2018;Bommer;Marianne;Berufsrichterin,lic. iur.,  Rechtsanwältin;Weinfelden;Weinfelden;CVP/EVP;2016;;CVP;weiblich
2013;Bon;David H.;Gemeindeammann;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2014;Bon;David H.;Gemeindeammann;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2015;Bon;David H.;Stadtammann;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2016;Bon;David H.;Stadtpräsident;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2017;Bon;David H.;Stadtpräsident;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2018;Bon;David H.;Stadtpräsident;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2019;Bon;David H.;Stadtpräsident;Romanshorn;Arbon;FDP;2010;;FDP;männlich
2010;Bon;David H.;Service Manager;Romanshorn;Arbon;FDP;2010;1967;FDP;männlich
2011;Bon;David H.;Service Manager;Romanshorn;Arbon;FDP;2010;1967;FDP;männlich
2012;Bon;David H.;Gemeindeammann;Romanshorn;Arbon;FDP;2010;1967;FDP;männlich
2016;Bornhauser;Marlise;Schulsozialarbeiterin;Weinfelden;Weinfelden;EDU/EVP;2015;;EDU;weiblich
2017;Bornhauser;Marlise;Schulsozialarbeiterin;Weinfelden;Weinfelden;EDU;2015;;EDU;weiblich
2018;Bornhauser;Marlise;Schulsozialarbeiterin;Weinfelden;Weinfelden;EDU;2015;;EDU;weiblich
2019;Bornhauser;Marlise;Sozialpädagogin HF;Weinfelden;Weinfelden;EDU;2015;;EDU;weiblich
2013;Bornhauser;Thomas;dipl. Zimmermeister;Weinfelden;Weinfelden;FDP;2012;;FDP;männlich
2014;Bornhauser;Thomas;dipl. Zimmermeister;Weinfelden;Weinfelden;FDP;2012;;FDP;männlich
2015;Bornhauser;Thomas;dipl. Zimmermeister;Weinfelden;Weinfelden;FDP;2012;;FDP;männlich
2016;Bornhauser;Thomas;dipl. Zimmermeister;Weinfelden;Weinfelden;FDP;2012;;FDP;männlich
2017;Bornhauser;Thomas;dipl. Zimmermeister;Weinfelden;Weinfelden;FDP;2012;;FDP;männlich
2008;Bösiger;Margrit;Geschäftsstellenleiterin;Wängi;Münchwilen;CVP;2007;;CVP;weiblich
2008;Bosshard-Galmarini;Cäcilia;Lehrerin, Gemeinderätin;Wilen (Gottshaus);Bischofszell;CVP;2002;;CVP;weiblich
2015;Bosshard-Galmarini;Cäcilia;Lehrerin;Bischofszell;Weinfelden;CVP/glp;2002;;CVP;weiblich
2016;Bosshard-Galmarini;Cäcilia;Lehrerin;Bischofszell;Weinfelden;CVP/glp;2002;;CVP;weiblich
2013;Bosshard-Galmarini;Cäcilia;Lehrerin;Wilen (Gottshaus);Weinfelden;CVP/glp;2002;;CVP;weiblich
2014;Bosshard-Galmarini;Cäcilia;Lehrerin;Wilen (Gottshaus);Weinfelden;CVP/glp;2002;;CVP;weiblich
2009;Bosshard-Galmarini;Cäcilia;Lehrerin,Gemeinderätin;Wilen (Gottshaus);Bischofszell;CVP/glp;2002;1951;CVP;weiblich
2010;Bosshard-Galmarini;Cäcilia;Lehrerin,Gemeinderätin;Wilen (Gottshaus);Bischofszell;CVP/glp;2002;1951;CVP;weiblich
2011;Bosshard-Galmarini;Cäcilia;Lehrerin,Gemeinderätin;Wilen (Gottshaus);Bischofszell;CVP/glp;2002;1951;CVP;weiblich
2012;Bosshard-Galmarini;Cäcilia;Lehrerin,Gemeinderätin;Wilen (Gottshaus);Bischofszell;CVP/glp;2002;1951;CVP;weiblich
2008;Brack;Werner;Bauführer;Romanshorn;Arbon;SVP;2006;;SVP;männlich
2017;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Arbon;GP;2010;;GP;männlich
2018;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Arbon;GP;2010;;GP;männlich
2013;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Arbon;GP;2010;;GP;männlich
2014;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Arbon;GP;2010;;GP;männlich
2015;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Arbon;GP;2010;;GP;männlich
2016;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Arbon;GP;2010;;GP;männlich
2010;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Bischofszell;GP;2010;1958;GP;männlich
2011;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Bischofszell;GP;2010;1958;GP;männlich
2012;Brägger;Josef;Sekundarlehrer phil. I;Amriswil;Bischofszell;GP;2010;1958;GP;männlich
2020;Braun;Bernhard;Ressortleiter, Vizegeimeide-Präsident;Eschlikon;Münchwilen;GP;2020;;GP;männlich
2021;Braun;Bernhard;Ressortleiter, Vizegemeinde-Präsident;Eschlikon;Münchwilen;GP;2020;;GP;männlich
2008;Bruderer;Köbi;Chorber;Frauenfeld;Frauenfeld;SP;1992;;SP;männlich
2017;Bruggmann;Marina;Pflegefachfrau HF;Salmsach;Arbon;SP;2017;;SP;weiblich
2018;Bruggmann;Marina;Pflegefachfrau HF;Salmsach;Arbon;SP;2017;;SP;weiblich
2019;Bruggmann;Marina;Pflegefachfrau HF;Salmsach;Arbon;SP;2017;;SP;weiblich
2020;Bruggmann;Marina;Pflegefachfrau HF;Salmsach;Arbon;SP;2017;;SP;weiblich
2021;Bruggmann;Marina;Pflegefachfrau HF;Salmsach;Arbon;SP;2017;;SP;weiblich
2008;Bruggmann;Renate;Lehrerin;Kradolf;Bischofszell;SP;2000;;SP;weiblich
2013;Bruggmann;Renate;Lehrerin;Kradolf;Weinfelden;SP;2000;;SP;weiblich
2014;Bruggmann;Renate;Lehrerin;Kradolf;Weinfelden;SP;2000;;SP;weiblich
